Item ID,Title/Description,Idioma
ITEM-186080,"IDB Dashboard Webinars IDB personnel will learn how to navigate the IDB Projects Dashboard. This is a recently developed tool allows anyone to follow the progress of the lending program and supervise the Bank’s portfolio of loan projects, guarantees, technical cooperation and investment grants. This IDB Projects Dashboard integrates three dashboards into one (VPS, VPC, and GCM). In the future IDB Projects Dashboard will include more sources of information.",Ingles 
ITEM-186081,"Cutting Edge Parks for the People Innovation in the management, programming and design of sustainable parks in New York City",Ingles 
ITEM-186082,Propuesta Prioridad Institucional Políticas para promocionar la vivienda social sustentable El objetivo de esta Prioridad Institucional es promover la producción de vivienda asequible resiliente y de bajo impacto ambiental en LAC.,Español 
ITEM-186083,Exploring the Value Added of Safeguards Workshop with Harvard Zoffnas and Boston University,Ingles 
ITEM-186084,Diseño centrado en el usuario para la innovacion social Curso de formacion y metodologia de innovacion centrada en el usuario,Español 
ITEM-186085,FOMIN Digital Transformation Workshop ,Ingles 
ITEM-186086,"Discussion on data ethics: Using the power of ai and algorithms for social good Almost every bilateral or multilateral institution, non-governmental organization, and government are integrating tech-based interventions into different development or social-safety net programs, because technology offers a cost-effective and scalable way to reach those in need. Additionally, it offers an opportunity to develop more accountable and transparent systems and design increasingly user-centered interventions.  Nevertheless, recent scandals in the social media arena, as well as the instances when governments and institutions have had to abandon pilots due to privacy, security, and trust issues have highlighted the need to address the challenges these technologies present when adopting them as critical assets to successfully execute a variety of programs. In this context, this discussion will help highlight the growing concerns surrounding data collection and analysis, how to make data social and the importance of having how to guide principles and best practices on assessments in data ethics.",Ingles 
ITEM-186087,"Financiamiento de Proyectos con Recursos de la Unión Europea: Formación para Agencias Ejecutoras Este curso está diseñado para los miembros de equipo de las Agencias Ejecutoras. Brinda una descripción general de los requisitos especiales para la implementación de proyectos financiados o cofinanciados con recursos de la Unión Europea, bajo el Acuerdo Marco firmado entre el BID y la Unión Europea. Después de completar este curso, los participantes conocerán sus obligaciones en los proyectos financiados o cofinanciados con recursos de la Unión Europea, y serán capaces de cumplir con los requisitos especiales aplicables a estos proyectos.",Español 
ITEM-186088,"MIF InnovateMe! Los objetivos de InnovateMe! son:
o	Inmersión en las innovaciones de frontera que están ocurriendo dentro y fuera del Grupo BID 
o	Integración y construcción de equipo",Español 
ITEM-186089,"Accesibilidad universal en los sistemas de transporte público de América Latina En términos amplios, este trabajo debe nutrir la discusión para proponer políticas que mejoren la accesibilidad universal en los sistemas de transporte público de América Latina. El objetivo general de este trabajo es diseñar una metodología para que los administradores y personas encargadas de tomar decisiones relacionadas con proyectos de transporte público puedan evaluar su nivel de accesibilidad con rigurosidad y definir formas para mejorar. Operacionalmente. se medirá la experiencia de viajes de personas con y sin discapacidad, entendiendo la discapacidad como un concepto universal que abarca la diversidad de capacidades que se van presentando a lo largo del ciclo vital. Al mismo tiempo se van a definir indicadores de accesibilidad universal para los usuarios del transporte público. Como proceso subyacente a estos objetivos está la discusión sobre la necesidad de definir de manera más amplia la discapacidad y la accesibilidad en el transporte público para que sea una preocupación general irrespectivo de las personas",Español 
ITEM-186090,"Equity Workshop: The Whys, The Whens and The Whats. The purpose of the training is to provide IDB Invest staff with the context for IDB Invest’s work in the equity space and to share tools for analyzing and structuring an equity investment.",Ingles 
ITEM-186092,Ciudadanía Digital | La tecnología como herramienta para la cohesión social ,Ingles 
ITEM-186093,"Financing Projects with Resources from the European Union: Training for Executing Agencies This course is designed for the team members of Executing Agencies. It provides an overview of the special requirements for the implementation of projects financed or co-financed with resources from the European Union (EU), under the Framework Agreement between the IDB and EU. After completing this course, participants will be able to describe their roles and responsibilities in projects financed or co-financed with EU resources. They will also be able to execute the tasks of these projects according to the corresponding rules.",Ingles 
ITEM-186094,Burocracia y Trámites ,Español 
ITEM-186095,Working with the Media ,Ingles 
ITEM-186096,Extreme Make-over: LinkedIn Edition ,Ingles 
ITEM-186097,Informe Macroeconómico de América Latina y el Caribe 2018 Presentation by Vice President Santiago Levy,Ingles 
ITEM-186098,"Y vos qué harías? Invertir más o mejor en Infraestructura en Argentina? Generar un espacio de intercambio de experiencias y retos de implementación de inversiones en el sector infraestructura. Durante el Taller, los participantes tendrán la oportunidad de discutir cómo abordarían diferentes desafíos vinculados al mantenimiento de inversiones en infraestructura, basados en casos reales, que han sido resueltos por los equipos de proyecto en Argentina. Será también una oportunidad para conocer que propuestas tiene el Banco sobre cómo y cuánto invertir en infraestructura y aprender de la experiencia de ejecutores y especialistas del Banco.",Español 
ITEM-186099,Network Science: from structure to control | Albert-Laszlo Barabasi IFD Exceptiona Voices Series,Ingles 
ITEM-186100,How to visually document the Bank's work The course provides participants with an understanding of the potential impact of including quality photographs and video as part of social media efforts.,Ingles 
ITEM-186101,"Visit to Washington State Institute of Public Policy 2-day visit to one of the agencies that are considered to be cutting-edge in the US regarding the adoption of data-driven decision-making.  The Washington State Institute of Public Policy is considered one of the most advanced initiatives regarding the production and use of cost-benefit data in the US. In fact, the Institute has developed a sophisticated methodology to estimate the costs and benefits of a range of policy options and it publishes its results in an online tool. The visit to an agency such as the Washington State Institute for Public Policy could be useful for learning about their methodology and also about how to communicate the results generated so as to facilitate its use for public policy.",Ingles 
ITEM-186102,"Development and implementation of methodology to estimate costs for skills development programs Development of a rigorous methodology to estimate costs for skills development programs and application of this methodology in a consistent and standardized way to estimate the costs of alternative interventions that seek to improve learning in primary education. In particular, this analysis will seek to estimate the yearly per-student costs of implementing the interventions at scale by governments in our region. The costs and effects of different policy options will be estimated for different countries in the region such as Chile, Colombia and Guatemala to enhance the relevance of the information provided in the website.",Ingles 
